title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
new construction 3bd/2ba duplex!! your dream home awaits!! no fee!!!!!,"bedrooms: 3 bathrooms: 2 square feet: 1069 bedroom dimensions: 14’4 × 8’4 | 11’1 × 7’8 | 14'8 x 7'9 livingroom dimensions: 20’4 × 10’4 neighborhood: central harlem pet friendly: yes elevator building: yes floor: 1st & 2nd floor broker fee: no apartment features: stainless steel appliances, dishwasher, hardwood flooring, separate kitchen and living room area, two bathrooms, central a/c, private backyard, elevator building, laundry on-site, private storage space utilities paid by landlord: water utilities paid by tenant : electricity (conedison), cable/wi-fi (spectrum) greetings, please be prepared to execute a 30 second questionnaire provided by my assistant michelle if you do not provide any information (ex: move-in date, pets, etc.) about yourself regarding apartment inquiry. thank you.",4400,harlem / morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-new-construction-3bd-2ba/7705072966.html,3,2.0,['2024-01-07 09:25'],40.8011,-73.9371,1,1,POINT (-73.9371 40.8011),Manhattan,798.0
sunniest 1 bedroom apt in brooklyn! 🌞 no fee✨,no broker fee **1 month free ** 13 month lease ⚡️call/text to view! 9735184005 bushwick ave. enjoy the beautiful features of this apartment! 🛌queen size bedroom 👩🏾‍🍳stainless steel appliances 🍽kitchen island dishwasher ac/heat virtual doorman 🌇roof access *balcony w/d in building must have: 700+ credit score good income guarantors welcomed :) fur friends welcomed 🐶🐱 jim,2650,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunniest-bedroom-apt-in/7705069745.html,1,1.0,['2024-01-07 09:09'],40.6859,-73.9118,1,1,POINT (-73.9118 40.6859),Brooklyn,372.0
amazing one bedroom for rent - on special for immediate move in,"beautiful & spacious 1 bedroom apartment, ready for move in. this pre-war building is located on a tree lined street in st. george, a short walk to the staten island ferry terminal, the staten island yankees, and the north shore waterfront esplanade park. building features include: laundry room live-in super keeps the building clean and well maintained apartment features include: high ceilings freshly painted hardwood floors windows & closets in all rooms no pets $20 credit app, first month rent + security deposit for move in. rsbrm, rczbrm legal rent 2234.57",1500,"st. george, a short walk to the staten island ferry",https://newyork.craigslist.org/stn/apa/d/staten-island-amazing-one-bedroom-for/7705066410.html,1,1.0,['2024-01-07 08:50'],40.6316,-74.0927,0,0,POINT (-74.0927 40.6316),Staten Island,565.0
one bedroom apartment for rent - on special for immediate move in,"awesome one bedroom apartment on special for immediate move in. apartment features include: *heat included *kitchen with stainless steel appliances *beautiful floors throughout the apartment *windows in all rooms no pets $20 app, 1st month rent & month security for move-in. rsmrmhm, rczbrmyt",1900,rochester ave at sterling pl - brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-one-bedroom-apartment-for-rent/7705065559.html,1,1.0,['2024-01-07 08:45'],40.671321,-73.928098,0,0,POINT (-73.928098 40.671321),Brooklyn,292.0
cozy small 3 bedroom for rent - immediately available,"awesome 3 one bedroom apartment on special for immediate move in. apartment features include: *kitchen with nice appliances (kitchen living room concept ) *hardwood floors throughout the apartment *windows in all rooms $20 app, 1st month rent & month security for move-in. rsbrmhm, rczbrmyt",2600,new york ave at church ave - brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-cozy-small-bedroom-for-rent/7705065065.html,3,1.0,['2024-01-07 08:41'],40.650948,-73.946674,0,0,POINT (-73.946674 40.650948),Brooklyn,290.0
first floor hardwood floors,nice size apt with large eat in kitchen close to bronx river road and metro north. hardwood floors. quiet street.  side yard.   tenant pays all utilities by owner 914 582 77o6,2995,east yonkers,https://newyork.craigslist.org/wch/apa/d/yonkers-first-floor-hardwood-floors/7705057720.html,3,1.0,['2024-01-07 07:50'],40.917488,-73.851223,1,1,POINT (-73.851223 40.917488),,175.0
lovely bright 1 br floorthrough 1 block2ctrain*park view,"expansive 1br with cozy eat-in kitchen, front and back parlor, nice quiet bedroom. lots of windows throughout. across the street from park. convenient area steps to c train, shopping, restaurants. very clean, new appliances, new bamboo floors, high ceilings. heat / how water included. 1/2 flight above street walk-up. floorplan is mirror image. january occupancy. no pets. subways: a, c call realtylab! mark 917 306 9695 disclaimer: all information furnished herein is from sources deemed reliable. no representation is made by realtylab nor is any to be implied as to the accuracy thereof and all information is submitted subject to errors, omissions, change of price, prior sale or lease, or withdrawal without notice. all dimensions are approximate. for exact dimensions, please hire your own architect or engineer. buyer / lessee is responsible for his / her own due diligence.",2275,bedford stuyvesant,https://newyork.craigslist.org/brk/apa/d/brooklyn-lovely-bright-br-floorthrough/7705056987.html,1,1.0,['2024-01-07 07:43'],40.678815,-73.941271,0,0,POINT (-73.941271 40.678815),Brooklyn,882.0
lovely 1br full reno*w/d*d/w*central air*outdoor space,"lovely gut-renovated apartment with all modern appliances and fixtures. laundry in unit, dishwasher, central air, good closets. french doors set off a classic parlor with decorative victorian hearth. lovely spacious bath, comfortable bedroom overlooking back garden, which you can access via an external stair. amazing busy area just off atlantic yards, loads of restaurants, bars and great ice cream. surrounded by charming streetscapes and a 10-minute walk to the brooklyn museum and prospect park. pets case-by-case subways: 234 a c b q all within easy reach call realtylab! mark 917 306 9695 disclaimer: all information furnished herein is from sources deemed reliable. no representation is made by realtylab nor is any to be implied as to the accuracy thereof and all information is submitted subject to errors, omissions, change of price, prior sale or lease, or withdrawal without notice. all dimensions are approximate. for exact dimensions, please hire your own architect or engineer. buyer / lessee is responsible for his / her own due diligence.",3699,prospect heights,https://newyork.craigslist.org/brk/apa/d/brooklyn-lovely-1br-full-renow-dd/7705056851.html,1,1.0,['2024-01-07 07:42'],40.680459,-73.967535,1,1,POINT (-73.967535 40.680459),Brooklyn,1056.0
family-style or work-at-home monster full floor new reno 2br,"huge apt just gut renovated original 1910 full floor layout -- great for roommates or a couple: it's like 2 1br apartments, or huge living area and bedroom suite, with shared kitchen and bath. all new interior, mechanicals and appliances 2nd floor 5 minutes to express a train (nostrand) super convenient. 6 rooms! 1200sf lots of closets. new kitchen, dw, heat/hw included cats ok dogs case-by-case call mark @ realtylab disclaimer: all information furnished herein is from sources deemed reliable. no representation is made by realtylab nor is any to be implied as to the accuracy thereof and all information is submitted subject to errors, omissions, change of price, prior sale or lease, or withdrawal without notice. all dimensions are approximate. for exact dimensions, please hire your own architect or engineer. buyer / lessee is responsible for his / her own due diligence.",3199,crown heights,https://newyork.craigslist.org/brk/apa/d/family-style-or-work-at-home-monster/7705056756.html,2,1.0,['2024-01-07 07:41'],,,1,1,POINT EMPTY,,881.0
quiet studio oasis,"the somerset apartments: smack-dab in the middle of forest hills is this quiet and sun-filled studio. located on 66th avenue and 108th street, this delightful apartment is close to all transportation and shopping. at approximately 400 square feet, the space is both long and wide. in addition, an alcove space can be used for clothes, books or record storage. hardwood floors reflect the sun-drenched views which face a quiet courtyard. the subway is a short walk away at 67th avenue, or you can take the 10th street bus for a short 5-minute ride to continental/71st avenue where you can pick up the e, f, or r trains or board the long island rail road. all the convenience of the shops on queens blvd. is here--along with the added bonus of the mall on 108th street which features stores and restaurants from all over the world. this dreamy oasis in a well-maintained building with new elevators and laundry room is waiting for you! if you have a car, the street parking is plentiful. and the rent includes utilities. for your own personal viewing, please contact leonard lombard of penthouse properties at 917.501.9111. too early for pictures.",1665,forest hills,https://newyork.craigslist.org/que/apa/d/forest-hills-quiet-studio-oasis/7705053741.html,0,1.0,['2024-01-07 07:07'],40.7229,-73.8473,0,0,POINT (-73.8473 40.7229),Queens,1145.0
2 weeks only - bright beautiful studio,"looking for a responsible person or couple, if possible, for long term sublet. 1 to 3 months. (negotiable) bright beautiful studio - ready to move in - fully furnished, warm and cozy. lots of light and free internet. all utilities included, except electricity. near subway - local 2 line and express line 5. viewings: available only by video. if you are in ny i might be able to make an exception. nicely decorated and warm. all appliances are new in the kitchen. it's a great place to come back and relax after a long work day or walking day around new york. if you work from home you have a work space for your laptop. big studio available for one or two people. please come and enjoy! from the studio you have a gourmet supermarket around the block as well as a laundry place. only two stations away, you have access to botanical garden, brooklyn museum, prospect park and great restaurants in franklin avenue. apartment located, right across a jewish school and few blocks from kings county hospital. subway lines 2 and 5, three blocks away. downtown manhattan 20 min away and midtown 45min. a station away you have very nice restaurants, many listed when you arrive at my place. looking for a quiet, very responsible professional/student or a couple cross streets: lefferts ave and brooklyn ave",1000,crown heights/leffert gardens,https://newyork.craigslist.org/brk/apa/d/brooklyn-weeks-only-bright-beautiful/7705053619.html,1,1.0,['2024-01-07 07:06'],40.662676,-73.945613,0,0,POINT (-73.945613 40.662676),Brooklyn,1299.0
